TARGET;AGE;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;GENDER;EDUCATION;MARITAL_STATUS;ORG_TP_STATE;JOB_DIR;PERSONAL_INCOME;OWN_AUTO;WORK_TIME;LOAN_MAX_DLQ_AMT
0;57;1;1;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;84;828,51
0;39;1;0;1;Среднее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;10000;0;18;0
0;41;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;15000;1;120;0
1;47;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;18;1040
0;57;0;1;1;Среднее специальное;Вдовец/Вдова;;;8000;0;;2970
0;48;1;1;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;23000;0;324;0
0;22;1;0;1;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;23000;0;35;0
0;56;0;1;1;Неполное среднее;Не состоял в браке;;;7500;0;;0
0;55;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;420;0
0;44;1;0;1;Среднее;Вдовец/Вдова;Частная компания;Участие в основ. деятельности;15000;0;36;0
0;45;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;45;0
0;49;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10500;0;312;580
0;23;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;12500;0;39;0
0;33;1;0;1;Среднее;Разведен(а);Частная компания;Участие в основ. деятельности;9000;0;48;438,19
0;40;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;30000;0;180;0
0;52;1;0;1;Среднее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;18000;0;12;489,13
0;28;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;14;0
0;42;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;10000;0;12;0
0;32;1;0;0;Среднее;Состою в браке;Некоммерческая организация;Участие в основ. деятельности;10000;1;36;0
0;48;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;12;0
0;34;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;1;120;2154,02
0;58;0;1;0;Высшее;Состою в браке;;;15000;0;;0
1;45;1;0;1;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;10000;0;6;0
0;32;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;24;0
0;40;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Бухгалтерия, финансы, планир.;16000;0;36;0
0;54;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;16000;0;60;0
0;28;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;36;1510
0;25;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;60;0
0;53;1;1;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;16000;0;108;0
0;56;1;1;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;12000;1;120;0
0;32;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;24;0
0;42;1;0;1;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;19000;0;18;0
1;55;1;1;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;144;0
0;45;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;48;0
1;35;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;16000;1;24;1480
0;43;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;46;0
0;33;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;1;156;0
0;54;1;0;0;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;72;0
0;48;1;0;1;Среднее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;324;2013,19
0;63;1;1;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;360;0
0;56;1;1;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;20000;0;360;0
0;24;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;16000;0;11;0
0;49;1;0;1;Среднее специальное;Вдовец/Вдова;Частная компания;Участие в основ. деятельности;8000;0;36;1720
0;46;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;8500;0;12;0
0;35;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;10500;1;6;0
0;56;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;12500;0;240;0
0;60;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;40000;0;252;0
1;46;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;19000;0;170;0
0;25;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;48;0
0;39;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;228;0
0;55;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;336;0
0;51;1;0;1;Среднее специальное;Гражданский брак;Индивидуальный предприниматель;Вспомогательный техперсонал;8000;0;96;1780
1;38;1;0;0;Среднее;Не состоял в браке;Частная компания;Вспомогательный техперсонал;20000;0;24;0
0;63;1;1;1;Высшее;Вдовец/Вдова;Государственная комп./учреж.;Служба безопасности;17000;0;24;0
0;40;1;0;1;Среднее специальное;Вдовец/Вдова;Индивидуальный предприниматель;Участие в основ. деятельности;12000;0;66;2220
0;58;0;1;1;Среднее;Не состоял в браке;;;15000;0;;0
0;23;1;0;1;Среднее;Гражданский брак;Частная компания;Участие в основ. деятельности;9700;0;9;0
0;53;1;0;1;Среднее;Гражданский брак;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;96;0
0;48;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;1;36;0
0;28;1;0;1;Неоконченное высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;1;48;0
1;49;1;0;0;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;40000;0;72;0
0;57;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;13500;0;420;2010
0;37;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;116;0
0;34;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;12000;0;36;0
0;53;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;78;0
0;23;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Адм-хоз. и трансп. службы;10000;0;8;0
0;41;1;0;1;Среднее;Состою в браке;Частная компания;Адм-хоз. и трансп. службы;7500;1;120;0
0;40;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11500;0;228;0
0;41;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;13000;0;57;0
0;38;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;12;0
1;48;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;1;240;0
0;40;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;72;0
0;38;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;12000;0;68;0
0;31;1;0;0;Среднее специальное;Не состоял в браке;Некоммерческая организация;Участие в основ. деятельности;10000;0;84;0
1;39;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;1;18;0
1;34;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Вспомогательный техперсонал;8000;0;36;0
0;55;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;420;0
0;48;1;0;1;Среднее;Гражданский брак;Частная компания;Участие в основ. деятельности;15000;0;70;0
0;27;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;120;0
0;43;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;300;0
0;25;1;0;1;Среднее специальное;Разведен(а);Частная компания;Бухгалтерия, финансы, планир.;17000;0;12;0
0;35;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;8000;0;24;0
0;55;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8500;0;180;0
0;45;1;0;1;Среднее;Разведен(а);Государственная комп./учреж.;Вспомогательный техперсонал;20000;0;36;0
0;26;1;0;0;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;6;0
0;38;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;132;0
0;43;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7600;0;60;0
0;42;1;0;1;Среднее;Гражданский брак;Частная компания;Участие в основ. деятельности;10000;0;60;0
0;45;1;0;1;Высшее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;23000;0;9;0
0;48;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;36;0
0;43;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;120;0
0;57;1;1;1;Среднее;Вдовец/Вдова;Частная компания;Участие в основ. деятельности;8000;0;52;957,59
1;51;1;0;1;Среднее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;60;0
0;63;0;1;1;Среднее специальное;Состою в браке;;;12000;0;;0
0;32;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;20500;0;84;0
0;42;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;20;0
0;49;1;0;1;Среднее;Разведен(а);Частная компания;Участие в основ. деятельности;8000;0;8;0
0;27;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;14300;0;51;2860
0;27;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;18500;0;36;0
0;46;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Кадровая служба и секретариат;20000;0;36;0
0;46;1;0;1;Среднее;Вдовец/Вдова;Частная компания;Участие в основ. деятельности;12000;0;72;1683,49
0;24;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;10000;0;24;1200
0;49;1;0;0;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;36;0
1;47;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10500;0;300;0
0;45;1;0;1;Высшее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;40000;0;72;0
0;39;1;0;0;Среднее;Гражданский брак;Индивидуальный предприниматель;Служба безопасности;8000;0;28;0
0;41;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;15000;1;36;0
0;65;0;1;1;Среднее специальное;Вдовец/Вдова;;;8000;0;;0
1;41;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;13000;0;72;0
0;43;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;204;0
0;24;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;1;60;2250
0;58;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;13000;0;193;0
0;42;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;276;0
0;47;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;1;120;0
0;53;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;84;0
0;23;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;30000;0;35;0
1;25;1;0;1;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;12;0
0;27;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;48;0
0;56;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;144;0
0;63;0;1;1;Среднее специальное;Не состоял в браке;;;7500;0;;0
0;42;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;16000;0;120;0
0;22;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Снабжение и сбыт;20000;0;8;1650
0;41;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;12;0
0;33;1;0;0;Высшее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;30000;1;36;887,79
0;58;0;1;1;Среднее специальное;Разведен(а);;;7500;0;;0
0;29;1;0;0;Неоконченное высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;24000;0;96;0
0;42;1;0;1;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;204;0
0;50;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;1;360;0
0;47;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;18000;0;45;0
0;48;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;9000;0;200;0
0;26;1;0;1;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;13000;0;36;0
1;52;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;264;0
0;30;1;0;0;Неоконченное высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;18000;1;108;0
0;55;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;18000;0;276;0
0;43;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;1;156;0
1;39;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;17000;1;48;0
0;54;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;1;108;0
0;53;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;36;0
0;42;1;0;0;Среднее специальное;Состою в браке;Некоммерческая организация;Участие в основ. деятельности;15000;0;60;0
0;24;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;24;0
0;29;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;18500;0;26;1710
0;57;1;1;1;Высшее;Вдовец/Вдова;Индивидуальный предприниматель;Участие в основ. деятельности;12000;0;6;0
1;38;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;15300;0;78;0
0;36;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;16000;0;12;0
0;45;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;1;40;0
0;46;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;8000;0;228;0
0;53;0;1;0;Высшее;Состою в браке;;;9000;0;;0
0;43;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Адм-хоз. и трансп. службы;12000;1;72;0
0;24;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;21000;0;18;0
0;24;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;36;0
0;44;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;7500;0;279;0
0;27;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11500;0;36;0
0;53;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;9000;0;108;0
0;42;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;6;0
0;38;1;0;1;Высшее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;9000;0;72;0
0;30;1;0;0;Среднее;Не состоял в браке;Государственная комп./учреж.;Вспомогательный техперсонал;10000;0;60;0
0;32;1;0;1;Высшее;Разведен(а);Частная компания;Адм-хоз. и трансп. службы;20000;0;12;0
0;57;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;1;204;0
0;51;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;60;770
0;61;0;1;0;Среднее;Состою в браке;;;8000;0;;0
0;50;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;78;0
0;38;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;180;0
0;40;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;60;0
0;51;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;204;0
0;40;1;0;1;Среднее специальное;Гражданский брак;Частная ком. с инос. капиталом;Участие в основ. деятельности;18000;0;144;0
0;49;1;0;0;Среднее;Разведен(а);Частная компания;Участие в основ. деятельности;25000;0;60;0
0;26;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Юридическая служба;15000;0;12;0
0;40;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;52;0
0;56;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;460;0
0;28;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;29000;0;72;0
1;26;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;7800;0;6;497,62
0;59;0;1;1;Среднее;Вдовец/Вдова;;;8700;0;;0
0;39;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;133;0
0;36;1;0;1;Среднее;Гражданский брак;Некоммерческая организация;Участие в основ. деятельности;9500;0;204;0
0;49;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Вспомогательный техперсонал;8000;0;30;0
0;50;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;13000;0;48;0
1;37;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;20000;1;228;0
0;46;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;30000;0;24;0
0;56;1;1;1;Среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;14000;0;24;0
0;25;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;18000;1;36;0
0;38;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;15000;0;48;0
0;56;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;50000;0;348;0
0;41;0;1;1;Среднее специальное;Состою в браке;;;8500;0;;0
0;22;1;0;1;Неоконченное высшее;Не состоял в браке;Некоммерческая организация;Участие в основ. деятельности;9000;0;6;0
1;56;1;1;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Снабжение и сбыт;30000;0;180;0
0;32;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;1;144;0
0;29;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;84;0
0;48;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8500;0;240;0
0;61;0;1;0;Среднее специальное;Состою в браке;;;11000;1;;0
0;22;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;36;0
1;23;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;20000;0;24;0
0;39;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;13000;1;48;0
0;30;1;0;1;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;15000;0;84;0
0;33;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;24;0
0;29;1;0;0;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;48;0
0;35;1;0;1;Среднее;Не состоял в браке;Частная компания;Вспомогательный техперсонал;8000;0;168;0
0;43;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;240;0
1;40;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;13000;0;6;0
0;58;1;0;0;Высшее;Состою в браке;Частная компания;Снабжение и сбыт;30000;1;132;0
0;46;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;13000;0;240;0
1;23;1;0;1;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;18000;0;24;0
0;34;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;13000;1;36;0
0;29;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;29000;0;132;0
0;61;0;1;1;Среднее;Состою в браке;;;9000;0;;0
0;30;1;0;0;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;36;0
0;30;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;1;120;1350
1;49;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;16000;0;12;1110
0;50;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;9000;0;156;0
1;54;1;0;1;Среднее специальное;Состою в браке;Частная компания;Бухгалтерия, финансы, планир.;10000;0;126;1830
0;31;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;20000;0;48;0
0;35;1;0;1;Среднее специальное;Разведен(а);Индивидуальный предприниматель;Участие в основ. деятельности;9500;0;28;0
0;47;1;0;0;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;9000;0;300;0
0;36;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;12;0
0;35;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;15000;1;36;0
0;45;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;72;720
1;50;1;0;1;Среднее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;10000;0;336;0
0;36;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;12000;0;36;0
0;45;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;180;0
1;29;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;12;4250
0;56;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;36;3190
0;56;0;1;0;Среднее специальное;Состою в браке;;;9000;0;;0
0;49;0;1;1;Среднее;Вдовец/Вдова;;;10000;0;;0
0;23;1;0;1;Среднее;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;4;0
0;52;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;21000;0;240;0
0;44;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;240;0
1;40;1;0;1;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;15000;0;18;0
0;32;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;60000;0;96;0
0;54;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;145;0
0;29;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;23000;0;36;0
0;60;0;1;1;Высшее;Не состоял в браке;;;18000;0;;0
0;43;1;0;0;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;1;12;0
0;59;0;1;1;Среднее;Состою в браке;;;10600;0;;0
1;41;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;24000;0;26;0
1;61;0;1;0;Среднее;Состою в браке;;;7500;0;;1098,8
0;48;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;1;204;0
0;39;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Служба безопасности;10000;0;240;0
0;25;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;5;0
0;50;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;12500;0;60;0
0;31;1;0;0;Неоконченное высшее;Состою в браке;Частная компания;Пр-техн. обесп. и телеком.;30000;0;60;0
0;43;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;24;0
0;40;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;120;0
0;42;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;24;0
0;57;1;1;1;Среднее специальное;Вдовец/Вдова;Государственная комп./учреж.;Вспомогательный техперсонал;10000;0;84;0
1;36;1;0;1;Неполное среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;1;108;567,16
0;36;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;1;36;0
0;27;1;0;0;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;20000;1;24;0
0;56;0;1;1;Среднее специальное;Состою в браке;;;8500;0;;0
0;57;0;1;1;Среднее;Состою в браке;;;8300;0;;0
0;44;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;12;1470
0;30;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;120;0
0;24;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;36;0
0;51;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;16000;0;102;0
0;38;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;25000;0;96;1094
0;43;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;12;0
0;36;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;144;0
0;46;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;36;0
0;32;1;0;1;Среднее;Состою в браке;Частная компания;Адм-хоз. и трансп. службы;25000;0;12;0
0;51;1;1;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;60;0
0;41;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;9000;0;150;0
1;40;1;0;1;Среднее;Вдовец/Вдова;Индивидуальный предприниматель;Участие в основ. деятельности;8500;0;108;0
